country,year,gdp,pop,unemp
FI,2005,237.955368834891,5.246096,8.38399982452393
FI,2006,247.53890416542498,5.266268,7.7189998626709
FI,2007,260.656004025929,5.28872,6.85400009155273
FI,2008,262.699590889608,5.313399,6.36899995803833
FJ,2005,3.03173828533158,0.821604,3.88599991798401
FJ,2006,3.08790074810844,0.82787,3.83400011062622
FJ,2007,3.06163338730472,0.83619,3.75999999046326
FJ,2008,3.09325375997435,0.845361,3.62400007247925
FM,2005,0.30008111152572,0.106129,NA
FM,2006,0.299837956756392,0.105371,NA
FM,2007,0.294332406865417,0.104444,NA
FM,2008,0.28724333544125497,0.103543,NA
FO,2005,NA,0.047722,NA
FO,2006,NA,0.047792,NA
FO,2007,NA,0.047825,NA
FO,2008,NA,0.04782,NA
FR,2005,2536.82107670302,63.179351,8.49300003051758
FR,2006,2598.95603403737,63.621381,8.44799995422363
FR,2007,2661.97386280215,64.016225,7.65700006484985
FR,2008,2668.7604572441,64.374984,7.06300020217896
GA,2005,13.441042188475599,1.390549,16.9099998474121
GA,2006,13.063808807634599,1.430152,17.0270004272461
GA,2007,13.8486965529606,1.472575,17.3540000915527
GA,2008,13.390522031744899,1.51854,17.818000793457
GB,2005,2415.09193423632,60.401206,4.75
GB,2006,2482.43253577249,60.84682,5.34999990463257
GB,2007,2542.76937951694,61.322463,5.26200008392334
GB,2008,2535.62029213323,61.806995,5.61499977111816
GD,2005,0.806847301238685,0.104661,NA
GD,2006,0.774632469576978,0.104933,NA
GD,2007,0.822066708874271,0.10519,NA
GD,2008,0.82985614134603,0.105456,NA
GE,2005,9.47977027824743,3.902469,13.8100004196167
GE,2006,10.3727429294662,3.880347,13.5699996948242
GE,2007,11.6775253623993,3.860158,13.2799997329712
GE,2008,11.959954745443898,3.848449,17.8700008392334
GH,2005,23.4696266498108,21.814642,5.53900003433228
GH,2006,24.9716622198885,22.379055,4.63500022888184
GH,2007,26.0571352188686,22.963946,4.56500005722046
GH,2008,28.441310710108503,23.563825,4.65700006484985
GI,2005,NA,0.033219,NA
GI,2006,NA,0.033417,NA
GI,2007,NA,0.033517,NA
GI,2008,NA,0.033559,NA
GL,2005,2.1266869365765197,0.056935,NA
GL,2006,2.24483917426788,0.056774,NA
GL,2007,2.2976476236197803,0.056555,NA
GL,2008,2.43932362511335,0.056328,NA
GM,2005,1.25470072029747,1.543741,9.66399955749512
GM,2006,1.24772984177412,1.591445,9.22700023651123
GM,2007,1.28570137404879,1.639848,9.0939998626709
GM,2008,1.36613363745789,1.689285,9.11999988555908
GN,2005,5.875302223915731,9.109581,4.21199989318848
GN,2006,5.94463904180332,9.307425,3.97300004959106
GN,2007,6.35050775213805,9.518162,3.91000008583069
GN,2008,6.61297484135562,9.738792,3.69799995422363
GQ,2005,12.0728802645669,0.749535,8.44499969482422
GQ,2006,13.0030857416938,0.784496,8.1569995880127
GQ,2007,14.9902321177878,0.821687,7.82200002670288
GQ,2008,17.658359891779998,0.86084,7.74300003051758
GR,2005,304.33223349086404,10.987314,9.99400043487549
GR,2006,321.53441112233503,11.020362,9.00800037384033
GR,2007,332.060633950966,11.048473,8.39599990844727
GR,2008,330.947657768002,11.077841,7.76000022888184
GT,2005,34.5506734056576,13.096028,2.99399995803833
GT,2006,36.4094225202917,13.397021,2.88599991798401
GT,2007,38.704692057204596,13.700327,2.7960000038147
GT,2008,39.974623905372496,14.006428,2.84100008010864
GU,2005,4.84585945502971,0.158402,7
GU,2006,4.660328826060231,0.158648,7.40000009536743
GU,2007,4.69843782011883,0.158847,8.30000019073486
GU,2008,4.77967014955952,0.159036,8.34799957275391
GW,2005,0.720130606909959,1.34493,4.47900009155273
